ReqID,ParentID,Status,Area,Title,ImplementationRefs,VerificationRefs,Notes
VHS-REQ-644,VHS-SYS-REQ-008,Active,Comparison Reports,Commit Body In Comparison Report,src/reporting/comparisonReportPacket.ts;src/reporting/comparisonReportAction.ts;src/reporting/comparisonReportExport.ts,tests/unit/comparisonReportPacket.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/comparisonReportExport.test.ts,"The produced comparison report renders the full Git commit body (git format %b) for both the selected and base revision context cards alongside the existing date/author/subject facts: in the retained packet HTML (and therefore the VHS-REQ-626 packet export, which copies that HTML), the in-panel shared panel context markup, and the exported generated-report copy. Per VHS-REQ-626, generated-report export injects revision context into the exported copy only while leaving the retained LabVIEW-generated source report unchanged. The body is carried through ComparisonReportRevisionMetadata from the in-memory retained-history commits already passed to comparison generation (no new Git reads, no regression of VHS-REQ-008), rendered HTML-escaped with multi-line preserved (no regression of VHS-REQ-017). Undefined (not-retained) metadata renders the shared not-retained fallback; a retained empty/whitespace body (including the synthesized working-tree revision, VHS-REQ-641) renders a distinct empty-body fallback. Reuses the VHS-REQ-639 history-panel commit-body pattern; history-panel and review-packet body rendering and comparison runtime behavior are unchanged."
VHS-REQ-645,VHS-SYS-REQ-008,Active,Comparison Reports,Configurable Comparison Report Flags,package.json;src/reporting/comparisonReportPlan.ts;src/reporting/comparisonReportExecutionPlan.ts;src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonReportAction.ts;src/ui/runtimeReportPanel.ts;src/commands/openRuntimeReportPanelCommand.ts,tests/unit/packageManifest.test.ts;tests/unit/comparisonReportExecutionPlan.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/runtimeReportPanel.test.ts;tests/unit/openRuntimeReportPanelCommand.test.ts;tests/unit/comparisonReportOptionSelection.test.ts,"The LabVIEW comparison report difference-suppression filters are user- and workspace-configurable through native VS Code settings under viHistorySuite.report.*: boolean filters ignoreViAttributes ignoreFrontPanel ignoreFrontPanelObjectPosition ignoreBlockDiagram and ignoreBlockDiagramCosmetic. readComparisonReportOptions reads them at the comparison-report action boundary and threads them through buildComparisonReportExecutionPlan into buildLabviewCliCreateComparisonReportPlan; each enabled filter emits exactly its verified LabVIEWCLI CreateComparisonReport flag (-noattr -nofp -nofppos -nobd -nobdcosm). The report output format is fixed to single-file HTML (-ReportType htmlsinglefile, hardcoded in the CLI plan) and is NOT configurable: there is no viHistorySuite.report.format setting and no panel format control (#545), so the multi-file html report type cannot be reintroduced for newly generated reports (no regression of VHS-REQ-640). With nothing configured the generated invocation is identical to the prior hardcoded single-file HTML compare-everything behavior. The settings render in the native Settings editor with no scripted webview and the comparison-report panel keeps scripts disabled (no regression of VHS-REQ-626). The Runtime & Report Settings panel (openRuntimeReportPanelCommand with the runtimeReportPanel renderer) surfaces these flags as Include checkboxes (checked = include the difference class); applyComparisonReportOptionSelection persists each edit to viHistorySuite.report.* with the Include-to-ignore inversion so unchecking a class writes ignore=true."
VHS-REQ-646,VHS-SYS-REQ-019,Active,Runtime Discovery,LabVIEW Container Image Tag Model,src/tooling/containerImageCatalog.ts,tests/unit/containerImageCatalog.test.ts;tests/unit/requirementsDocs.test.ts,Pure parser/formatter/comparator for nationalinstruments/labview <year>q<quarter>[patch<n>]-<platform> tags; namespace-pinned and newest-first ordered with a higher patch newer and the base release oldest within its group; performs no I/O.
VHS-REQ-647,VHS-SYS-REQ-019,Active,Runtime Discovery,Published Container Image Tag Discovery,src/tooling/containerImageCatalog.ts;src/commands/pickContainerImageVersionCommand.ts,tests/unit/containerImageCatalog.test.ts;tests/unit/pickContainerImageVersionCommand.test.ts;tests/unit/requirementsDocs.test.ts,Anonymous read-only bounded Docker Hub tag discovery filtered to platform and the supported year floor through the VHS-REQ-646 model behind an injected fetch boundary with a bounded HTTPS default; failure degrades to empty plus a non-fatal note and never throws.
VHS-REQ-648,VHS-SYS-REQ-019,Active,Runtime Discovery,Local Container Image Tag Discovery,src/tooling/containerImageCatalog.ts;src/commands/pickContainerImageVersionCommand.ts,tests/unit/containerImageCatalog.test.ts;tests/unit/pickContainerImageVersionCommand.test.ts;tests/unit/requirementsDocs.test.ts,Enumerates locally pulled nationalinstruments/labview images via an injected docker images boundary and merges with published results marking local presence and registry publication; offline-safe and empty when the Docker CLI is absent. The default lister distinguishes three Docker states: CLI absent (spawn error) resolves empty (nothing pulled); CLI present but daemon unreachable (non-zero exit) rejects; success (exit 0) resolves the parsed list. On a lister rejection discoverLocalContainerImageVersions sets localPresenceUnknown and returns empty with a note so consumers report local presence as unknown rather than empty; a resolved empty list does not set the flag.
VHS-REQ-649,VHS-SYS-REQ-019,Active,Menu Gating,Container Image Version Selection Setting And Quick-Pick,package.json;src/commands/pickContainerImageVersionCommand.ts;src/commands/openRuntimeReportPanelCommand.ts;src/extension.ts,tests/unit/pickContainerImageVersionCommand.test.ts;tests/unit/openRuntimeReportPanelCommand.test.ts;tests/unit/packageManifest.test.ts;tests/unit/requirementsDocs.test.ts,"Contributes the trust-restricted viHistorySuite.container.imageVersion setting and the labviewViHistory.pickContainerImageVersion command listing discovered versions newest-first with pulled-locally vs available-to-pull annotations and persisting the chosen tag at Global scope; trusted-workspace gated with a Clear option and an actionable empty-discovery message. When local presence is unknown because the Docker engine was offline (localPresenceUnknown from VHS-REQ-648), non-local versions are annotated Local presence unknown (Docker engine offline) instead of Available to pull in both the quick-pick (buildContainerImageVersionItems) and the runtime settings panel (presenceLabel), so a pulled image is never misreported as needing a pull while the daemon is down."
VHS-REQ-650,VHS-SYS-REQ-019,Active,Runtime Discovery,Selected Container Version Drives Both Providers With Fail-Closed Resolution,src/reporting/comparisonRuntimeLocator.ts;src/reporting/comparisonRuntimeDoctor.ts;src/reporting/comparisonReportAction.ts;src/commands/openViHistoryCommand.ts;src/commands/pickContainerImageVersionCommand.ts,tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/comparisonRuntimeDoctor.test.ts;tests/unit/comparisonReportAction.test.ts;tests/unit/openViHistoryCommand.test.ts;tests/unit/pickContainerImageVersionCommand.test.ts;tests/unit/requirementsDocs.test.ts,The locator resolves the selected container image version to a concrete reference for both windows-container and linux-container providers with an explicit full-string override still taking precedence and bypasses the legacy docker-provider-labview-version-not-implemented year pin when a version is selected; unset preserves the prior platform default and a selected-but-unacquirable image fails closed through the existing container-image acquisition path. A selected version whose platform conflicts with the active Docker container host mode fails closed with the classified container-image-platform-mismatch blocked reason instead of silently substituting the platform default. The mismatch compare-time block surfaces a concise toast naming the selected image container platform vs the active Docker engine mode (no provider/rejected-provider internals and no host-native clause) with a Pick Image Version action and suppresses the auto-opened report while still persisting the packet (#532). The image-version picker surfaces a stale cross-platform selection as a leading warning Clear row. The mismatch remediation is delivered through the toast action and the labviewViHistory.pickContainerImageVersion command; the minimized History panel no longer renders an in-panel Pick Image Version CTA or compare-preflight section.
VHS-REQ-651,VHS-SYS-REQ-019,Active,Menu Gating,Chain Container Image Version Pick After Docker Provider Selection,src/commands/openRuntimeReportPanelCommand.ts;src/ui/runtimeReportPanel.ts;src/commands/pickContainerImageVersionCommand.ts;src/extension.ts;package.json,tests/unit/openRuntimeReportPanelCommand.test.ts;tests/unit/extensionActivationLazySideEffects.test.ts;tests/unit/packageManifest.test.ts;tests/unit/requirementsDocs.test.ts,The Runtime & Report Settings panel co-locates the LabVIEW container image version selector with the runtime provider selection: the container section (openRuntimeReportPanelCommand with the runtimeReportPanel renderer) is shown when Docker is the selected or available provider so choosing Docker surfaces the image-version control inline instead of chaining a separate quick-pick. selectContainerVersion persists the chosen tag or clears to the newest supported default in viHistorySuite.container.imageVersion via applyContainerImageVersionSelection; discovery reuses the published and local image catalog boundaries behind injected fetch and list seams. The standalone labviewViHistory.pickContainerImageVersion command stays registered for the compare-preflight remediation CTAs but is removed from the Command Palette.
VHS-REQ-654,VHS-SYS-REQ-019,Active,Runtime Discovery,Live Container Image Pull Progress,src/tooling/dockerImagePullProgress.ts;src/reporting/comparisonRuntimeLocator.ts,tests/unit/dockerImagePullProgress.test.ts;tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/requirementsDocs.test.ts;manual:windows-container-image-cold-pull-progress,"acquireWindowsContainerImage drives the LabVIEW image cold-pull through the Docker Engine API POST /images/create stream over the local daemon socket (Windows named pipe or Linux /var/run/docker.sock) and aggregates per-layer progressDetail.current/total byte counts into a monotonic clamped 0-100 percent with downloaded/total byte figures surfaced in the acquisition progress message. The Engine API path is attempted only where the daemon socket is directly reachable (native Windows or Linux-native); the Linux-to-Windows-docker WSL bridge and any other host fall back to the prior docker pull CLI acquisition so behavior is never worse. An unreachable socket transparently falls back to the CLI; an in-band pull error or non-2xx daemon response is a failed acquisition carrying the error. Read-only anonymous pull of the namespace-pinned nationalinstruments/labview repository with no registry credential header and no new dependency (Node http.request over the socket). Parser and aggregator are pure; the daemon-socket request is behind an injected boundary so the feature is unit-testable on Linux."
VHS-REQ-655,VHS-SYS-REQ-019,Active,Runtime Discovery,Stable Byte-Percentage Pull Progress,src/tooling/dockerImageDownloadSize.ts;src/tooling/dockerImagePullProgress.ts,tests/unit/dockerImageDownloadSize.test.ts;tests/unit/dockerImagePullProgress.test.ts;tests/unit/requirementsDocs.test.ts;manual:windows-container-image-cold-pull-progress,"Before the cold-pull begins the extension resolves the image total compressed download size from the Docker Hub registry manifest (anonymous pull token from auth.docker.io then the manifest from registry-1.docker.io; a manifest list or OCI image index is resolved to the windows/amd64 manifest) and sums the per-layer compressed sizes. The pull-progress aggregator divides downloaded bytes by that stable total instead of the partially-known live-stream totals, crediting cached Already exists layers from a per-layer size map so a partial cache still reaches the total; the percent stays monotonic and capped below 100 and the toast shows downloaded over total bytes (for example 42% (8.1 GB / 19.3 GB)). When the stable total is unavailable (non-Docker-Hub registry, auth or network or parse error, timeout, or missing platform) progress falls back to the layer-weighted figure of VHS-REQ-654 so behavior is never worse. Resolution is anonymous with no credentials, bounded by a per-request timeout and a response-size cap, and contacts only the fixed Docker Hub registry and token hosts derived from the image reference so there is no SSRF surface. The reference, challenge, and manifest helpers are pure and the HTTP request is behind an injected boundary so the resolver is unit-testable on Linux without network."
VHS-REQ-656,VHS-SYS-REQ-019,Active,Runtime Discovery,Container Image Pull Phase Signaling,src/tooling/dockerImagePullProgress.ts;src/reporting/comparisonRuntimeLocator.ts,tests/unit/dockerImagePullProgress.test.ts;tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/requirementsDocs.test.ts;manual:windows-container-image-cold-pull-progress,"The pull-progress parser distinguishes the per-layer lifecycle states Downloading, Download complete, Extracting, Pull complete, and Already exists, and the aggregator derives an overall phase (preparing then downloading then extracting then complete) plus a layer-weighted extraction percentage. The acquisition message names the current phase: a pulling message with the download percentage while downloading, an extracting message with its own percentage and completed over total layer count while extracting (for example Extracting container image: image 60% (8/13 layers)), and a finalizing message once every layer is pulled before the existing Container image ready signal. The progress bar advances monotonically through both phases (download owns the larger share and extraction the remainder) so it does not freeze at the download ceiling during the multi-minute unpack. Extraction signaling is robust when the daemon omits Extracting byte detail because the extraction percentage still advances as layers reach Pull complete. The download-phase behavior of VHS-REQ-654 and VHS-REQ-655 is unchanged."
VHS-REQ-657,VHS-SYS-REQ-019,Active,Runtime Discovery,Version-Aware LabVIEW Container Execution,src/tooling/containerImageCatalog.ts;src/reporting/comparisonReportRuntimeExecution.ts;src/reporting/comparisonRuntimeLocator.ts;src/reporting/comparisonRuntimeDoctor.ts;src/commands/pickRuntimeProviderCommand.ts;src/tooling/runtimeSettingsSeed.ts;src/ui/runtimeAvailabilityNotice.ts;src/commands/openRuntimeReportPanelCommand.ts;src/ui/runtimeReportPanel.ts,tests/unit/containerImageCatalog.test.ts;tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/comparisonRuntimeLocator.test.ts;tests/unit/comparisonRuntimeDoctor.test.ts;tests/unit/runtimeSettingsSeed.test.ts;tests/unit/runtimeAvailabilityNotice.test.ts;tests/unit/pickRuntimeProviderCommand.test.ts;tests/unit/openRuntimeReportPanelCommand.test.ts;tests/unit/requirementsDocs.test.ts,"resolveLinuxContainerLabviewProfile derives the in-container LabVIEW executable and headless mechanism from the selected Linux image year: 2026 Q1 and later use LabVIEW-<year>-64/labviewprofull with -Headless, while 2025 Q3 and earlier use LabVIEW-<year>-64/labview with an exported EnableCICDFeaturesForLabVIEW=TRUE and no -Headless (per ni/labview-for-containers). An unparseable image falls back to the LabVIEW 2026 profile. buildLinuxContainerCommandPlan threads the profile through the LabVIEWCLI args, the container bash script, and the LVCompare lvpath; the Linux headless recursive-load recovery runs only for the -Headless mechanism. The locator no longer emits docker-provider-labview-version-not-implemented (the legacy 2026 pin is removed); the resolved image governs the version and the labview-version-unsupported-for-comparison-report floor still applies. The runtime doctor Requested runtime line reports the image-derived year for container providers. The Docker provider option is labeled Docker with no version or bitness in both the picker and the Runtime & Report Settings panel; selecting it persists runtimeProvider=docker and clears labviewVersion and labviewBitness; isPersistedSelectionSatisfiable, the activation seed completeness, selectActiveRuntime, and the runtime panel selection treat a Docker selection as complete with the provider key alone, and the status-bar label stays image-based. The panel LabVIEW container image section is shown only when Docker is the comparison runtime (persisted docker, or unset with an auto-detected Docker active provider) and hidden for a host selection, coordinating with VHS-REQ-651. Windows-container execution remains LabVIEW 2026 pinned and the vihs terminal CLI docker prompt is unchanged."
VHS-REQ-660,VHS-SYS-REQ-008,Active,Review Workflow,Source Control Semantic Change Hover,src/semantic/viSemanticNarrativeCache.ts;src/ui/viSemanticDecorationProvider.ts;src/extension.ts,tests/unit/viSemanticNarrativeCache.test.ts;tests/unit/viSemanticDecorationProvider.test.ts;tests/unit/requirementsDocs.test.ts;manual:source-control-semantic-change-hover,Source Control file decoration surfaces the cached semantic what-changed narrative for a changed VI gated on workspace trust.
VHS-REQ-659,VHS-SYS-REQ-008,Active,Comparison Reports,Single-VI Interactive Preview Rendering,package.json;src/reporting/viPreview/viPreviewCommandPlan.ts;src/reporting/viPreview/viPreviewExecution.ts;src/reporting/viPreview/viPreviewFileRender.ts;src/reporting/viPreview/viPreviewStaging.ts;src/reporting/viPreview/viPreviewCache.ts;src/reporting/viPreview/viPreviewCacheWarmer.ts;src/reporting/viPreview/viPreviewRuntimeAdapter.ts;src/reporting/viPreview/viPreviewWebview.ts;src/reporting/viPreview/viPreviewRenderSource.ts;src/reporting/viPreview/viPreviewFramesModel.ts;src/reporting/viPreview/viPreviewFramesViewer.ts;src/reporting/viPreview/viPreviewFlatFrames.ts;src/reporting/viPreview/viPreviewRenderMode.ts;src/reporting/viPreview/viPreviewSessionRuntime.ts;src/reporting/viPreview/viPreviewVerification.ts;src/tooling/viPreviewVerifyCli.ts;src/ui/viPreviewEditor.ts;src/ui/viPreviewRenderHost.ts;src/ui/viPreviewCacheWarmerService.ts;src/ui/viPreviewContainerSession.ts;src/ui/viPreviewSessionManager.ts;src/git/revisionViTree.ts;resources/labview-cli-operations/PrintToSingleFileHtml/PrintToSingleFileHtml.lvclass,tests/unit/packageManifest.test.ts;tests/unit/viPreviewEditor.test.ts;tests/unit/viPreviewCommandPlan.test.ts;tests/unit/viPreviewExecution.test.ts;tests/unit/viPreviewFileRender.test.ts;tests/unit/viPreviewStaging.test.ts;tests/unit/viPreviewCache.test.ts;tests/unit/viPreviewCacheWarmer.test.ts;tests/unit/viPreviewRuntimeAdapter.test.ts;tests/unit/viPreviewWebview.test.ts;tests/unit/viPreviewRenderSource.test.ts;tests/unit/viPreviewFramesModel.test.ts;tests/unit/viPreviewFramesViewer.test.ts;tests/unit/viPreviewFlatFrames.test.ts;tests/unit/viPreviewRenderMode.test.ts;tests/unit/viPreviewSessionManager.test.ts;tests/unit/viPreviewSessionRuntime.test.ts;tests/unit/viPreviewVerification.test.ts;tests/unit/viPreviewVerifyCli.test.ts;tests/unit/revisionViTree.test.ts;tests/unit/requirementsDocs.test.ts,"Single-VI preview renders one LabVIEW VI to a self-contained HTML document via NI's PrintToSingleFileHtml custom LabVIEWCLI operation (vendored under resources/labview-cli-operations/PrintToSingleFileHtml from ni/labview-for-containers), so a selected revision can be inspected without a second revision to compare. buildLabviewCliPrintToSingleFileHtmlPlan builds the host command with -VI/-OutputPath/-AdditionalOperationDirectory and default -LogToConsole TRUE/-c/-o, emitting -LabVIEWPath/-PortNumber/-Headless only when supplied and never the two-VI CreateComparisonReport flags. rewriteViPreviewArgsForLinuxContainerWorkspace maps the VI and output to workspace-relative container paths, repoints the operation directory at the read-only mount, swaps in the in-container LabVIEW executable, and keeps -Headless once. buildLinuxContainerViPreviewCommandPlan assembles a shell-less docker run with the workspace and read-only operation mounts and a single bash -lc script that hardens VI Server in the per-version LabVIEW config and retries once on the cold-launch -350000 connectivity failure, matching the comparison runtime recipe. This first slice is the pure command-plan layer; execution orchestration, the preview webview, and the single-selection and custom-editor triggers land in later slices on the same feature branch. The renderer runs headless on the LabVIEW Linux container without the Web Services wsapi image-to-PNG dependency that breaks the gpreview alternative."
VHS-REQ-661,VHS-SYS-REQ-013,Active,CI And Developer Environment,On-Demand VI Semantic PR Review Workflow,.github/workflows/vi-semantic-pr-review.yml;.github/workflows/vi-semantic-pr-review-callable.yml;docs/consumer-workflows/vi-semantic-review-on-pr.yml;src/cli/runViSemanticPrReview.ts;src/semantic/viSemanticPrReview.ts;src/semantic/stickyPrComment.ts;src/semantic/viSemanticReviewMarkdown.ts;src/semantic/viSemanticNoChangeDetection.ts;src/semantic/viComparisonReportImages.ts;src/semantic/viReviewCommitStatus.ts,tests/unit/viSemanticPrReviewWorkflow.test.ts;tests/unit/viSemanticReviewOnPrTemplate.test.ts;tests/unit/viSemanticReviewMarkdown.test.ts;tests/unit/viSemanticNoChangeDetection.test.ts;tests/unit/viComparisonReportImages.test.ts;tests/unit/viReviewCommitStatus.test.ts;tests/unit/viSemanticPrReview.test.ts;tests/unit/stickyPrComment.test.ts;tests/unit/runViSemanticPrReview.test.ts;tests/unit/requirementsDocs.test.ts;manual:vi-semantic-pr-review-workflow-dispatch,"Maintainer-dispatched workflow_dispatch workflow that delegates to a reusable workflow_call unit (vi-semantic-pr-review-callable.yml) so any LabVIEW repo can consume it. Runs the shipped runViSemanticPrReview CLI against any target repo/PR on a GitHub-hosted ubuntu-latest runner (pulling the NI LabVIEW docker image) and upserts a sticky VI review comment on the target PR by hidden marker. Fails closed to trusted vi-history-suite refs (enforce_trusted_ref gate); posts cross-repo via the VI_REVIEW_TARGET_TOKEN secret passed as GH_TOKEN (the workflow's own GITHUB_TOKEN cannot comment on a different target repo); resolves the review range as merge-base(base,head); passes the canonical <version>-linux container tag; verifies docker and pulls the NI LabVIEW image as a fail-fast gate; uploads review-out artifact; contains no vagrant reference (VHS-REQ-599)."
VHS-REQ-662,VHS-SYS-REQ-008,Active,Review Workflow,VI Semantic Comparison Model And Agent MCP Surface,src/semantic/viSemanticModel.ts;src/semantic/viSemanticSchemas.ts;src/semantic/viSemanticComparisonMcp.ts;src/semantic/compareViRevisions.ts;src/semantic/viComparisonModelCache.ts;src/semantic/viSemanticHistory.ts;src/semantic/viRepositoryIndex.ts;src/mcp/viSemanticMcpServerProvider.ts;src/mcp/viSemanticMcpServerDeps.ts,tests/unit/viSemanticModel.test.ts;tests/unit/viSemanticSchemas.test.ts;tests/unit/viSemanticComparisonMcp.test.ts;tests/unit/compareViRevisions.test.ts;tests/unit/viComparisonModelCache.test.ts;tests/unit/viSemanticHistory.test.ts;tests/unit/viRepositoryIndex.test.ts;tests/unit/viSemanticMcpServerProvider.test.ts;tests/unit/viSemanticMcpServerDeps.test.ts;tests/unit/requirementsDocs.test.ts;manual:vi-semantic-comparison-mcp-surface,"Versioned vi-semantic-comparison@v1 model plus a shared what-changed narrative, the open Draft-07 JSON-Schema standard (comparison/history/repository-index) with an offline subset validator, and a dependency-free JSON-RPC MCP server exposing eight agent tools that VS Code registers for Copilot agent mode. Model, schemas, handler, and orchestrators stay VS Code- and network-free and are reused by the Source Control hover (VHS-REQ-660) and the PR-review workflow (VHS-REQ-661)."
VHS-REQ-664,VHS-SYS-REQ-008,Active,Comparison Reports,Preview And Comparison Cache Warming On VI Change,src/reporting/viPreview/viChangeWarmScheduler.ts;src/ui/viChangeWarmerService.ts;src/extension.ts;package.json,tests/unit/viChangeWarmScheduler.test.ts;tests/unit/requirementsDocs.test.ts;manual:warm-changed-vi-caches,On VI change under the Docker runtime the extension warms that VI's preview render cache and runs a background HEAD-versus-working-tree comparison whose report records the semantic narrative so the Source Control hover updates; debounced and serialized; opt-in via viHistorySuite.preview.warmOnChange with preview.enabled gating the preview warm and workspace trust gating the comparison warm.
VHS-REQ-665,VHS-SYS-REQ-007,Active,Comparison Reports,Win32 Host-Native Headless Comparison For 32-bit LabVIEW Parity,src/reporting/comparisonReportRuntimeExecution.ts,tests/unit/comparisonReportRuntimeExecution.test.ts;tests/unit/requirementsDocs.test.ts;manual:vagrant-hostnative-x86-headless,"When the opt-in LV_RTE_WIN_HOSTNATIVE_HEADLESS=1 toggle is set and the extension runs natively on Windows against a host-native labview-cli comparison, buildWindowsHostNativeHeadlessCommandPlan wraps the bare CLI plan in a powershell -EncodedCommand headless launch script that prelaunches the selected LabVIEW --headless (binding the VI Server without an interactive desktop), tunes the LabVIEWCLI.ini connect window, runs the CLI verbatim, and retries once on the cold-launch VI Server connect race (-350000/-350051), reusing the windows-container launch technique so a non-interactive session can drive a real comparison against locally installed 32-bit LabVIEW 2026 (the bitness the x64-only windows-container provider cannot exercise). prepareExecutionContext applies the wrap only when processPlatform is win32, the effective runtime platform is win32, and the toggle is set; the default interactive host-native path is unchanged; the shared builder keeps byte-identical windows-container output. The Vagrant lane exercising this is a local maintainer helper only, never a CI gate."
VHS-REQ-666,VHS-SYS-REQ-013,Active,CI And Developer Environment,Mandatory Local Vagrant Release Attestation,scripts/checkReleaseReadiness.js;.github/workflows/marketplace-release.yml;docs/requirements/runtime-validation-ledger.json;vagrant/box-manifest.json;package.json;docs/vagrant.md;docs/maintainer-operations.md,tests/unit/releaseReadinessScript.test.ts;tests/unit/marketplaceReleaseWorkflow.test.ts;tests/unit/packageManifest.test.ts;manual:vagrant-validate-release,"Kicking off a marketplace release requires a fresh local Vagrant Windows/LabVIEW validation attestation for the exact release version. checkReleaseReadiness.js --require-release-attestation appends a gating release-attestation check that passes only when a releaseGating track in the committed runtime-validation ledger has lastValidatedVersion equal to the release version (absent/stale fails closed; --strict exits nonzero). Default advisory readiness stays three checks plus the display-only runtime line (VHS-REQ-615.13). The marketplace-release workflow runs the gate before publish by reading the committed ledger so hosted CI needs no hypervisor and the workflow YAML names no Vagrant helper (VHS-REQ-599 alignment). npm run vagrant:validate:release runs the lane and records the attestation via recordRuntimeValidation.js. Under --require-release-attestation the gate also appends a CI-safe box-manifest-integrity check that fails closed unless the committed vagrant/box-manifest.json is present, schema-valid, and carries a non-empty recordedForVersion (the box is sha256-identified and regenerated only when rebuilt, so an unchanged box does not block a version bump; attestation freshness is enforced by release-attestation). A box-provenance-binding check fails closed when a release-gating track records a boxSha256 that does not equal the committed manifest sha256 (absent boxSha256 soft-passes). Reads the committed manifest only; byte hashing stays in verifyVagrantBox.cjs --verify."
VHS-REQ-667,VHS-SYS-REQ-013,Active,CI And Developer Environment,Versioned Dev-Tools GitHub Release Channel,docs/devtools-release.manifest.json;scripts/buildDevToolsRelease.js;scripts/verifyDevToolsRelease.js;.github/workflows/devtools-release.yml;package.json,tests/unit/buildDevToolsReleaseScript.test.ts;tests/unit/verifyDevToolsReleaseScript.test.ts;tests/unit/devToolsReleaseWorkflow.test.ts,"The development toolset is distributable as a versioned content-addressed GitHub Release artifact independent of the marketplace. docs/devtools-release.manifest.json is the committed source of truth for the bundled files; buildDevToolsRelease.js emits a deterministic contentDigest and a provenance manifest binding the toolset to its requirements state; --pack produces a reproducible POSIX ustar+gzip tarball via Node built-ins; verifyDevToolsRelease.js fails closed on tamper/missing/self-verify; devtools-release.yml builds, self-verifies, dedups on the content digest, defaults dispatch to a dry run, maps develop to prerelease and main to stable, and names no Vagrant helper (VHS-REQ-599)."
VHS-REQ-668,VHS-SYS-REQ-013,Active,CI And Developer Environment,Supply-Chain State Read-Model,scripts/buildSupplyChainState.js;scripts/checkReleaseReadiness.js;.github/workflows/marketplace-release.yml;.github/workflows/ci.yml;package.json,tests/unit/supplyChainStateScript.test.ts;tests/unit/releaseReadinessScript.test.ts;tests/unit/marketplaceReleaseWorkflow.test.ts;tests/unit/branchGovernanceWorkflow.test.ts,"Read-only aggregator (npm run supply-chain:state) reporting the provenance state of every shipped artifact bound to a committed digest in one vi-history-suite/supply-chain-state@v1 packet: box manifest, runtime-validation ledger, requirements manifest, and dev-tools toolset content digest. Each artifact reports availability, whether it gates a release, its digest, a tri-state freshness vs the current build, and a drift reason; runtime enumerates per-track freshness. Rolls up status attention when any release-gating artifact is unavailable/stale else fresh; --strict is an opt-in local signal not wired into CI. Release-readiness exposes an opt-in --require-supply-chain-fresh gate that promotes the read-model to a hard check and fails closed. Reads existing ledgers/manifests only and mutates no source."
VHS-REQ-669,VHS-SYS-REQ-007,Active,Comparison Reports,Serialized Local VI Server Acquisition,src/reporting/runtime/localViServerAcquisitionLock.ts;src/reporting/viPreview/viPreviewExecution.ts,tests/unit/localViServerAcquisitionLock.test.ts;tests/unit/viPreviewExecution.test.ts,"In-process serialization primitive (createLocalViServerAcquisitionLock) that grants a per-key FIFO single-flight slot keyed by the local VI Server endpoint (localViServerLockKey from provider + derived server.tcp.port, default token when absent), so concurrent host-native LabVIEWCLI launches against the same endpoint take turns instead of racing the one VI Server. The host-native branch of executeViPreview acquires the slot before launching and releases it in a finally for every outcome; the release is idempotent; container/docker runs never acquire a slot and distinct endpoints never block each other. The host-native comparison path is the documented next adopter of the same shared lock."
