Path,Classification,RtmCoverage,Notes
tests/unit/recordRuntimeValidationScript.test.ts,mapped,Yes,Runtime-validation ledger recorder unit tests (track update round-trip fail-closed unknown-track and malformed-version rejection safe ledger path); mapped to VHS-REQ-601.
tests/unit/mutationWorkflow.test.ts,mapped,Yes,Nightly mutation workflow contract unit tests (schedule dispatch advisory test:mutation invocation and report upload); mapped to VHS-REQ-613.
tests/unit/customizationGovernanceAuditScript.test.ts,mapped,Yes,Customization governance audit unit tests for AGENTS and customization drift prevention; mapped to VHS-REQ-615.
tests/unit/multiStandardsAuditScript.test.ts,mapped,Yes,Multi-standard local audit helper unit tests for tracked-snapshot standards evidence; mapped to VHS-REQ-615.
tests/unit/vscodeTestHarness.ts,mapped,Yes,Reusable VS Code orchestration unit-test harness; mapped to VHS-REQ-614.
tests/unit/vscodeTestHarness.test.ts,mapped,Yes,VS Code orchestration harness proof tests; mapped to VHS-REQ-614.
tests/unit/runtimeSettingsLiveSessionProbe.test.ts,dev-only,No,Runtime settings probe tests; contributor validation tooling.
tests/unit/runtimeSettingsLiveSessionProbePacket.test.ts,dev-only,No,Runtime settings probe packet tests; contributor tooling.
tests/unit/runtimeSettingsLiveSessionSafeRestore.test.ts,dev-only,No,Runtime settings safe restore tests; contributor tooling.
tests/unit/securityMaintenanceWorkflows.test.ts,mapped,Yes,Security maintenance workflows tests; mapped through RTM.
tests/unit/viFile.test.ts,mapped,Yes,VI file tests; mapped through RTM.
tests/unit/viHistoryModel.test.ts,mapped,Yes,VI history model direct eligibility/window tests; mapped to VHS-REQ-006 VHS-REQ-008 and VHS-REQ-017.
tests/unit/viHistoryService.test.ts,mapped,Yes,VI history service tests; mapped through RTM.
tests/unit/viMagic.test.ts,mapped,Yes,VI magic tests; mapped through RTM.
tests/unit/viMagicWrapper.test.ts,mapped,Yes,VI magic wrapper tests; mapped through RTM.
tests/unit/linuxLabviewMaintainerWorkflow.test.ts,mapped,Yes,Linux LabVIEW maintainer workflow tests; mapped through RTM.
tests/unit/windowsLabviewMaintainerWorkflow.test.ts,mapped,Yes,Windows LabVIEW maintainer workflow tests; mapped through RTM.
tests/integration/suite/extensionHost.test.ts,mapped,Yes,Extension host integration tests; mapped through RTM.
tests/integration/suite/index.ts,dev-only,No,Integration test suite index; testing infrastructure.
tests/integration/runTests.ts,dev-only,No,Integration test runner; testing infrastructure.
tests/integration/prepareTestWorkspace.ts,dev-only,No,Integration test workspace preparation; testing infrastructure.
.github/workflows/ci.yml,release-ci,Yes,CI workflow with hosted DoD Gate / dod; mapped through RTM including VHS-REQ-597 and VHS-REQ-615.
.github/workflows/codeql.yml,mapped,Yes,CodeQL analysis workflow; mapped to VHS-REQ-602.
.github/workflows/devtools-release.yml,release-ci,Yes,"Dev-tools GitHub Release workflow; builds, self-verifies, and content-digest-dedups the versioned toolset artifact (dispatch dry-run default; develop=prerelease/main=stable); mapped to VHS-REQ-667."
.github/workflows/mutation.yml,mapped,Yes,Nightly advisory mutation-testing workflow running Stryker on the pure detection core; mapped to VHS-REQ-613.
.github/workflows/marketplace-release.yml,release-ci,Yes,Marketplace release workflow with retained evidence naming validation surfaces and artifacts; mapped through RTM including VHS-REQ-609 and VHS-REQ-615.
.github/workflows/package-test-vsix.yml,release-ci,Yes,Package test VSIX workflow; mapped through RTM.
.github/workflows/linux-labview-maintainer.yml,release-ci,Yes,Linux LabVIEW maintainer workflow; mapped through RTM.
.github/workflows/vi-semantic-pr-review.yml,release-ci,Yes,On-demand VI semantic PR review workflow; mapped through RTM (VHS-REQ-661).
.github/workflows/vi-semantic-pr-review-callable.yml,release-ci,Yes,Reusable (workflow_call) VI semantic PR review unit consumed by the dispatch workflow and external LabVIEW repos; mapped through RTM (VHS-REQ-661).
.github/workflows/windows-labview-maintainer.yml,release-ci,Yes,Windows LabVIEW maintainer workflow; mapped through RTM.
.github/dependabot.yml,release-ci,Yes,Dependabot configuration; mapped through RTM.
.github/ISSUE_TEMPLATE/bug_report.yml,asset-doc,Yes,Bug report template; mapped through RTM.
.github/ISSUE_TEMPLATE/config.yml,asset-doc,No,Issue template chooser/contact-link support surface.
.github/ISSUE_TEMPLATE/feature_request.yml,asset-doc,No,Feature request issue-intake support surface.
.github/ISSUE_TEMPLATE/first_time_onboarding_feedback.yml,asset-doc,Yes,First-time onboarding feedback template; mapped through RTM.
.github/ISSUE_TEMPLATE/requirement_target.yml,asset-doc,Yes,Requirement target template; mapped through RTM.
.github/pull_request_template.md,mapped,Yes,Lightweight requirement-targeted PR evidence contract template; mapped to VHS-REQ-615.
vitest.config.ts,mapped,Yes,Vitest coverage reporter and evidence-backed threshold configuration; mapped to VHS-REQ-597 and VHS-REQ-613.
stryker.config.mjs,dev-only,No,Stryker mutation-testing configuration scoped to src/domain; advisory assertion-quality signal (thresholds.break null); requires a local run.
tsconfig.json,dev-only,No,TypeScript configuration; development tooling.
tsconfig.integration.json,dev-only,No,TypeScript integration config; testing infrastructure.
package.json,mapped,Yes,Package manifest; mapped through RTM including VHS-REQ-626 export command contribution VHS-REQ-651 Command Palette exclusion and VHS-REQ-659 VI Preview custom editor contribution.
package-lock.json,supporting,No,Package lock file; dependency support.
README.md,asset-doc,Yes,Repository README; mapped through RTM.
INSTALL.md,asset-doc,Yes,Installation documentation; mapped through RTM.
FIRST-RUN.md,asset-doc,Yes,First-run documentation; mapped through RTM.
CHANGELOG.md,asset-doc,No,Changelog; release documentation.
CONTRIBUTING.md,asset-doc,No,Contributing guidelines; community documentation.
LICENSE,asset-doc,No,License file; legal documentation.
SECURITY.md,asset-doc,Yes,Security policy; mapped through RTM.
SUPPORT.md,asset-doc,Yes,Support documentation; mapped through RTM.
TROUBLESHOOTING.md,asset-doc,No,Troubleshooting documentation; user support.
docs/requirements/README.md,mapped,Yes,Requirements README; mapped through RTM.
docs/requirements/srs.md,mapped,Yes,Software requirements specification; mapped through RTM.
docs/requirements/syrs.md,mapped,Yes,System requirements specification; mapped through RTM.
docs/requirements/rtm.csv,mapped,Yes,Requirements traceability matrix; mapped through RTM.
docs/requirements/id-index.csv,mapped,Yes,ID index; mapped through RTM.
docs/requirements/runtime-validation-ledger.json,mapped,Yes,Committed real-runtime validation freshness ledger read by the risk-ledger runtime-fidelity dimension; mapped to VHS-REQ-601.
scripts/recordRuntimeValidation.js,mapped,Yes,Runtime-validation ledger recorder; safely records a comparison-runtime track's validated build version into the committed ledger read by the risk-ledger runtime-fidelity dimension; mapped to VHS-REQ-601.
docs/requirements/copilot-web-issue-generation-prompt.md,mapped,Yes,Copilot web issue generation prompt; mapped through RTM.
docs/development.md,asset-doc,Yes,Development documentation; mapped through RTM.
docs/maintainer-operations.md,asset-doc,Yes,Maintainer operations documentation including Marketplace release evidence contract guidance; mapped through RTM including VHS-REQ-609 and VHS-REQ-615.
docs/mcp-server.md,asset-doc,No,Copilot agent-mode MCP server and semantic VI-diff tool reference; documents the eight MCP tools and the published vi-history-suite schemas; reference documentation not directly mapped in RTM.
docs/cm/cm-plan.md,asset-doc,Yes,Configuration management proof map for baselines change control status accounting standards audit cadence user-information review triggers and documentation-workbench status; mapped through RTM including VHS-REQ-609 and VHS-REQ-615.
docs/architecture/overview.md,asset-doc,No,Architecture overview reference documentation; not directly mapped in RTM.
docs/architecture/adr/ADR-0001-github-first-release-and-traceability-governance.md,asset-doc,No,Architecture decision record reference documentation for GitHub-first release and traceability governance; not directly mapped in RTM.
docs/architecture/adr/ADR-0002-selected-file-on-demand-vi-history-eligibility.md,asset-doc,No,Architecture decision record reference documentation for selected-file on-demand VI History eligibility; not directly mapped in RTM.
docs/architecture/adr/ADR-0003-dynamic-labview-container-image-selection.md,asset-doc,No,Architecture decision record for dynamic LabVIEW container image selection (VHS-SYS-REQ-019 design of record); not directly mapped in RTM.
docs/architecture/adr/ADR-0004-version-aware-labview-container-execution.md,asset-doc,No,Architecture decision record for version-aware LabVIEW container execution (VHS-REQ-657 design of record; supersedes the 2026-pin aspect of ADR-0003); not directly mapped in RTM.
docs/architecture/diagnostics-bundle.md,asset-doc,No,Comparison runtime diagnostics bundle schema and analyzer guide; reference documentation supporting VHS-REQ-148 retained runtime evidence; not directly mapped in RTM.
docs/simplification/github-cutover-runbook.md,asset-doc,No,GitHub cutover runbook documentation; simplification process reference.
docs/simplification/github-first-simplification-analysis.md,asset-doc,No,GitHub-first simplification analysis documentation; process reference.
docs/testing/test-plan.md,asset-doc,Yes,Test plan documentation including release evidence retention expectations; mapped through RTM.
docs/vagrant.md,asset-doc,Yes,Vagrant documentation; mapped through RTM.
docs/requirements/traceability-inventory.csv,mapped,Yes,Traceability inventory; mapped through RTM.
docs/user-guide.md,asset-doc,No,Governed external user-information main guide for ISO 26514 audit posture; reference documentation not directly mapped in RTM.
docs/faq.md,asset-doc,No,Governed external user-information FAQ for ISO 26514 support and fallback routes; reference documentation not directly mapped in RTM.
docs/glossary.md,asset-doc,No,Governed external user-information glossary for shared terms; reference documentation not directly mapped in RTM.
docs/quick-reference.md,asset-doc,No,Governed external user-information quick-reference routes and commands; reference documentation not directly mapped in RTM.
docs/information-item-map.md,asset-doc,No,Governed external user-information item map for ownership triggers and proving evidence; reference documentation not directly mapped in RTM.
docs/information-for-users/plan.md,asset-doc,No,Governed external user-information plan and ISO 26514 claim boundary; reference documentation not directly mapped in RTM.
docs/information-for-users/audience-and-task-model.md,asset-doc,No,Governed external user-information audience and task model; reference documentation not directly mapped in RTM.
docs/information-for-users/delivery-profile.md,asset-doc,No,Governed external user-information delivery profile; reference documentation not directly mapped in RTM.
docs/information-for-users/navigation-and-search.md,asset-doc,No,Governed external user-information navigation and search policy; reference documentation not directly mapped in RTM.
docs/information-for-users/style-guide.md,asset-doc,No,Governed external user-information style and accessibility baseline; reference documentation not directly mapped in RTM.
resources/bundled-docs/manifest.json,mapped,Yes,Bundled documentation manifest asset delivered with the extension package; mapped to VHS-REQ-611.
resources/bundled-docs/pages/comparison-reports-and-dashboard-review.html,mapped,Yes,Bundled comparison/dashboard documentation page asset; mapped to VHS-REQ-611.
resources/bundled-docs/pages/install-and-release.html,mapped,Yes,Bundled install/release documentation page asset; mapped to VHS-REQ-611.
resources/bundled-docs/pages/overview.html,mapped,Yes,Bundled overview documentation page asset; mapped to VHS-REQ-611.
resources/bundled-docs/pages/user-workflow.html,mapped,Yes,Bundled user-workflow documentation page asset; mapped to VHS-REQ-611.
resources/bundled-docs/pages/copilot-agent-mode.html,mapped,Yes,Bundled Copilot agent-mode documentation page asset; mapped to VHS-REQ-611.
vagrant/Vagrantfile,supporting,Yes,Vagrant configuration; mapped through RTM.
vagrant/box-manifest.json,supporting,Yes,Committed Vagrant golden-box integrity manifest; verified CI-safe by the release-readiness box-manifest-integrity gate; mapped to VHS-REQ-666.
vagrant/provision/bootstrap.ps1,supporting,Yes,Vagrant bootstrap provisioner; mapped to VHS-REQ-599.
vagrant/provision/prepare-cold-labview.ps1,supporting,Yes,Vagrant cold LabVIEW preparation; mapped to VHS-REQ-599.
vagrant/provision/repair-vagrant-account.ps1,supporting,No,Interactive in-guest repair for a restricted vagrant account blocking WinRM/guest-control logon; local maintainer helper only.
vagrant/playwright/viPreviewViewerInteraction.cjs,supporting,No,"Maintainer Playwright harness that drives the shipped interactive block-diagram viewer builder in a real browser (case-stepper, arrow-key paging, nonce script); not a hosted-CI gate; mapped to VHS-REQ-659."
vagrant/verify-interactive-preview.cjs,supporting,No,"Maintainer driver that renders a real VI on host-native LabVIEW via the shipped out/ modules and asserts the interactive block-diagram document (nonce CSP, frames island, >=1 frame, inline images); not a hosted-CI gate; mapped to VHS-REQ-659."
vagrant/playwright/README.md,supporting,No,Maintainer runbook for the in-guest Playwright viewer interaction harness (kept out of npm test and root package.json); mapped to VHS-REQ-659.
.devcontainer/devcontainer.json,supporting,Yes,Devcontainer configuration; mapped through RTM.
.vscode/extensions.json,dev-only,No,VS Code recommended extensions; workspace configuration.
.vscode/launch.json,dev-only,No,VS Code debug launch configurations; workspace configuration.
.vscode/tasks.json,dev-only,No,VS Code task definitions; workspace configuration.
src/tooling/labviewInstallCatalog.ts,mapped,Yes,Shared host LabVIEW install-candidate catalog and single source of truth for activation detection and the comparison locator mapped to VHS-REQ-632.
src/tooling/containerImageCatalog.ts,mapped,Yes,LabVIEW container image tag model and registry/local discovery and selection resolution mapped to VHS-REQ-646 VHS-REQ-647 VHS-REQ-648 and VHS-REQ-650.
src/tooling/runtimeAutoDetect.ts,mapped,Yes,Filesystem-only host and Docker runtime detector mapped to VHS-REQ-616.
src/tooling/runtimeSettingsSeed.ts,mapped,Yes,Activation seed-or-repair policy for VI History runtime settings mapped to VHS-REQ-616.
src/ui/runtimeAvailabilityNotice.ts,mapped,Yes,Status bar and first-run missing-runtime notification surface mapped to VHS-REQ-617; LabVIEW CLI open-command gate helpers mapped to VHS-REQ-627; LabVIEW-installed CLI-missing install offer mapped to VHS-REQ-629; pre-panel VI Server open gate mapped to VHS-REQ-631.
src/ui/runtimeAvailabilityMessages.ts,supporting,No,"Runtime open-blocked/mismatch message builders (buildBitnessOpenBlockedMessage, buildVersionOpenBlockedMessage, buildContainerImagePlatformMismatchTooltip) extracted verbatim from runtimeAvailabilityNotice and re-exported to preserve the public API while separating pure window-free message building from status-bar/gate orchestration; supporting VHS-REQ-636, VHS-REQ-637, VHS-REQ-650."
src/ui/runtimeAvailabilityGatePredicates.ts,supporting,No,"Runtime open-gate predicates (isLabviewCliInstalled, isLabviewHostInstalledWithoutCli, isViServerExplicitlyEnabledInConfig) extracted verbatim from runtimeAvailabilityNotice and re-exported to preserve the public API while separating pure gate predicates from gate orchestration; supporting VHS-REQ-627, VHS-REQ-629, VHS-REQ-631."
src/ui/runtimeSelection.ts,supporting,No,"Runtime selection logic (selectActiveRuntime, evaluateRuntimeAvailability, decideFirstRunPresentation) extracted verbatim from runtimeAvailabilityNotice and re-exported to preserve the public API while isolating persisted-vs-detected provider selection and first-run presentation decisions; supporting VHS-REQ-620, VHS-REQ-657."
src/ui/runtimeStatusBarPresentation.ts,supporting,No,"Runtime status-bar presentation builders (buildStatusBarPresentation, buildAvailableStatusBarSuffix, resolveDefaultDockerImageLabelTag) and status-bar text/tooltip/default-image-tag constants extracted verbatim from runtimeAvailabilityNotice and re-exported to preserve the public API while isolating label rendering from runtime orchestration; supporting VHS-REQ-620, VHS-REQ-650."
src/commands/runtimeCommands.ts,mapped,Yes,Runtime convenience commands (detectRuntimeNow; resetFirstRunNotice; showRuntimeSummary) mapped to VHS-REQ-617.
tests/unit/labviewInstallCatalog.test.ts,mapped,Yes,Install catalog builder unit tests mapped to VHS-REQ-632.
tests/unit/runtimeAutoDetect.test.ts,mapped,Yes,Detector unit tests mapped to VHS-REQ-616.
tests/unit/runtimeSettingsSeed.test.ts,mapped,Yes,Settings seed-or-repair unit tests mapped to VHS-REQ-616.
tests/unit/runtimeAvailabilityNotice.test.ts,mapped,Yes,Missing-runtime UX unit tests mapped to VHS-REQ-617; LabVIEW CLI open-command gate tests mapped to VHS-REQ-627; LabVIEW-installed CLI-missing install offer tests mapped to VHS-REQ-629; pre-panel VI Server open gate tests mapped to VHS-REQ-631.
tests/unit/runtimeAvailabilityMessages.test.ts,supporting,No,"Runtime open-blocked/mismatch message builder unit tests (bitness/version blocked-open toasts with/without year+bitness, container-image platform-mismatch tooltip); supporting VHS-REQ-636, VHS-REQ-637, VHS-REQ-650."
tests/unit/runtimeAvailabilityGatePredicates.test.ts,supporting,No,"Runtime open-gate predicate unit tests (LabVIEW CLI installed/host-without-CLI detection, explicit VI Server TCP enablement parsing); supporting VHS-REQ-627, VHS-REQ-629, VHS-REQ-631."
tests/unit/runtimeSelection.test.ts,supporting,No,"Runtime selection unit tests (persisted host/docker selection, auto-detect fallback, first-run presentation decision); supporting VHS-REQ-620, VHS-REQ-657."
tests/unit/runtimeStatusBarPresentation.test.ts,supporting,No,"Runtime status-bar presentation unit tests (host/docker suffix rendering, default-image-tag resolution, available/warning/missing status-bar text + tooltip); supporting VHS-REQ-620, VHS-REQ-650."
tests/unit/runtimeCommands.test.ts,mapped,Yes,Runtime convenience command unit tests mapped to VHS-REQ-617.
src/tooling/gitPrerequisiteDetect.ts,mapped,Yes,Git --version probe with injectable runner mapped to VHS-REQ-619.
src/ui/gitPrerequisiteNotice.ts,mapped,Yes,Git prerequisite status bar and first-run notice helpers mapped to VHS-REQ-619.
tests/unit/gitPrerequisiteDetect.test.ts,mapped,Yes,Git --version probe unit tests mapped to VHS-REQ-619.
tests/unit/gitPrerequisiteNotice.test.ts,mapped,Yes,Git prerequisite UX helper unit tests mapped to VHS-REQ-619.
src/commands/pickRuntimeProviderCommand.ts,mapped,Yes,Runtime provider selection helpers (builders and settings writer) reused by the Runtime & Report Settings panel mapped to VHS-REQ-620.
src/ui/runtimeReportPanel.ts,mapped,Yes,Runtime & Report Settings panel renderer covering runtime provider container image report include/ignore inversion and shared panel escaping; mapped to VHS-REQ-017 VHS-REQ-620 VHS-REQ-645 and VHS-REQ-651.
src/commands/openRuntimeReportPanelCommand.ts,mapped,Yes,Runtime & Report Settings panel command opening the secondary webview and persisting runtime container and report selections mapped to VHS-REQ-620 VHS-REQ-645 and VHS-REQ-651.
src/commands/pickContainerImageVersionCommand.ts,mapped,Yes,LabVIEW container image version quick-pick command with injected registry/local discovery boundaries mapped to VHS-REQ-647 VHS-REQ-648 and VHS-REQ-649.
src/tooling/dockerDaemonPlatform.ts,mapped,Yes,Docker daemon container-mode prober and confirmed-platform resolver shared by the image-version picker and the runtime status bar mapped to VHS-REQ-649 and VHS-REQ-650.
tests/unit/pickContainerImageVersionCommand.test.ts,mapped,Yes,Container image version quick-pick and discovery combiner unit tests mapped to VHS-REQ-647 VHS-REQ-648 and VHS-REQ-649.
tests/unit/dockerDaemonPlatform.test.ts,mapped,Yes,Docker daemon container-mode prober and confirmed-platform resolver unit tests mapped to VHS-REQ-649 and VHS-REQ-650.
tests/unit/containerImageCatalog.test.ts,mapped,Yes,Container image tag model and discovery unit tests mapped to VHS-REQ-646 VHS-REQ-647 and VHS-REQ-648.
tests/unit/pickRuntimeProviderCommand.test.ts,mapped,Yes,Runtime provider selection helper unit tests mapped to VHS-REQ-620.
tests/unit/runtimeReportPanel.test.ts,mapped,Yes,Runtime & Report Settings panel renderer unit tests mapped to VHS-REQ-017 VHS-REQ-620 and VHS-REQ-645.
tests/unit/openRuntimeReportPanelCommand.test.ts,mapped,Yes,Runtime & Report Settings panel command unit tests mapped to VHS-REQ-620 VHS-REQ-645 and VHS-REQ-651.
tests/unit/comparisonReportOptionSelection.test.ts,mapped,Yes,Comparison report option settings writer unit tests mapped to VHS-REQ-645.
tests/unit/runtimeAvailabilityWatcher.test.ts,mapped,Yes,Reactive runtime availability watcher unit tests mapped to VHS-REQ-617 and VHS-REQ-620.
scripts/runWindowsRuntimeMatrix.js,mapped,Yes,Windows runtime conflict verification harness driver; mapped to VHS-REQ-622.
scripts/checkMaintainerRunnerPrerequisites.js,mapped,Yes,Maintainer runner prerequisite doctor; mapped to VHS-REQ-598 and VHS-REQ-652.
tests/unit/runWindowsRuntimeMatrixScript.test.ts,mapped,Yes,Windows runtime conflict verification harness driver tests; mapped to VHS-REQ-622.
tests/unit/checkMaintainerRunnerPrerequisites.test.ts,mapped,Yes,Maintainer runner prerequisite doctor tests; mapped to VHS-REQ-598 and VHS-REQ-652.
tests/unit/windowsRuntimeMatrixWorkflow.test.ts,mapped,Yes,Windows runtime matrix workflow contract tests; mapped to VHS-REQ-622.
.github/workflows/windows-runtime-matrix.yml,release-ci,Yes,Windows runtime matrix workflow; mapped to VHS-REQ-622.
src/tooling/dockerImagePullProgress.ts,mapped,Yes,Docker Engine API image-pull progress parser aggregator and injectable stream; mapped to VHS-REQ-654.
tests/unit/dockerImagePullProgress.test.ts,mapped,Yes,Docker image pull progress module unit tests; mapped to VHS-REQ-654.
src/tooling/dockerImageDownloadSize.ts,mapped,Yes,Docker Hub registry manifest download-size resolver for the stable byte-percentage; mapped to VHS-REQ-655.
tests/unit/dockerImageDownloadSize.test.ts,mapped,Yes,Registry manifest download-size resolver unit tests; mapped to VHS-REQ-655.
src/reporting/viPreview/viPreviewCommandPlan.ts,mapped,Yes,Single-VI preview LabVIEWCLI PrintToSingleFileHtml command-plan builders (host + Linux container); mapped to VHS-REQ-659.
tests/unit/viPreviewCommandPlan.test.ts,mapped,Yes,Single-VI preview command-plan builder unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewExecution.ts,mapped,Yes,"Single-VI preview execution orchestrator (host-native + Linux/Windows-container plan selection, run, outcome classification with a host-native cold-launch -350000 VI Server retry mirroring the container in-script retry); mapped to VHS-REQ-659."
tests/unit/viPreviewExecution.test.ts,mapped,Yes,Single-VI preview execution orchestrator unit tests; mapped to VHS-REQ-659.
tests/unit/localViServerAcquisitionLock.test.ts,mapped,Yes,"Local VI Server acquisition serialization primitive unit tests (FIFO single-flight per endpoint key, distinct-key concurrency, idempotent release); mapped to VHS-REQ-669."
src/reporting/viPreview/viPreviewFileRender.ts,mapped,Yes,Single-VI preview on-disk file render orchestration (temp workspace staging + cleanup); mapped to VHS-REQ-659.
tests/unit/viPreviewFileRender.test.ts,mapped,Yes,Single-VI preview file render orchestration unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewRuntimeAdapter.ts,mapped,Yes,Adapts the comparison runtime selection to the preview runtime selection; mapped to VHS-REQ-659.
tests/unit/viPreviewRuntimeAdapter.test.ts,mapped,Yes,Single-VI preview runtime adapter unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewWebview.ts,mapped,Yes,Single-VI preview webview document assembly with strict CSP; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewRenderSource.ts,mapped,Yes,Preview render-source resolver; materializes a non-file (git diff base) preview URI to a temp copy so it renders committed bytes not the working-tree file; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewFramesModel.ts,mapped,Yes,"Position-aware frames model + pure normalizer/structure grouping for the interactive block-diagram preview (root diagram plus in-place case structures); mapped to VHS-REQ-659."
src/reporting/viPreview/viPreviewFramesViewer.ts,mapped,Yes,"Pure interactive block-diagram viewer webview document builder (nonce-CSP scripted in-place case steppers with pan/zoom) over the frames model; mapped to VHS-REQ-659."
src/reporting/viPreview/viPreviewFlatFrames.ts,mapped,Yes,"Pure flat-export frames extractor: decodes PNG IHDR sizes and groups PrintToSingleFileHtml block-diagram images into a frames model (structures grouped by pixel size) so the interactive viewer works before the position-aware export; mapped to VHS-REQ-659."
src/reporting/viPreview/viPreviewRenderMode.ts,mapped,Yes,"Pure preview render-mode selector: assembles the interactive frames viewer or the static flat webview from rendered LabVIEW HTML, falling back to the document when no frames extract; mapped to VHS-REQ-659."
tests/unit/viPreviewWebview.test.ts,mapped,Yes,Single-VI preview webview document unit tests; mapped to VHS-REQ-659.
tests/unit/viPreviewRenderSource.test.ts,mapped,Yes,Preview render-source resolver unit tests; mapped to VHS-REQ-659.
tests/unit/viPreviewFramesModel.test.ts,mapped,Yes,Frames-model normalizer and structure-grouping unit tests; mapped to VHS-REQ-659.
tests/unit/viPreviewFramesViewer.test.ts,mapped,Yes,Interactive frames viewer document builder unit tests (nonce CSP + JSON island safety); mapped to VHS-REQ-659.
tests/unit/viPreviewFlatFrames.test.ts,mapped,Yes,Flat-export frames extractor unit tests (PNG IHDR size decode + block-diagram grouping); mapped to VHS-REQ-659.
tests/unit/viPreviewRenderMode.test.ts,mapped,Yes,Preview render-mode selector unit tests (interactive vs document + fallback); mapped to VHS-REQ-659.
src/ui/viPreviewEditor.ts,mapped,Yes,VI preview read-only custom editor provider (host binding for the single-VI preview); mapped to VHS-REQ-659.
tests/unit/viPreviewEditor.test.ts,mapped,Yes,VI preview custom editor provider host-binding tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewStaging.ts,mapped,Yes,Dependency-aware staging planner for single-VI preview (LabVIEW source-tree selection with size/count guard); mapped to VHS-REQ-659.
tests/unit/viPreviewStaging.test.ts,mapped,Yes,Single-VI preview staging planner unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewCache.ts,mapped,Yes,Single-VI preview render cache (staged-file-identity key + file-backed store with eviction); mapped to VHS-REQ-659.
tests/unit/viPreviewCache.test.ts,mapped,Yes,Single-VI preview render cache unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewCacheWarmer.ts,mapped,Yes,Background preview cache warmer progress math and serial warm loop; mapped to VHS-REQ-659.
tests/unit/viPreviewCacheWarmer.test.ts,mapped,Yes,Preview cache warmer progress and loop unit tests; mapped to VHS-REQ-659.
src/ui/viPreviewRenderHost.ts,mapped,Yes,"Shared VS Code host bindings for preview rendering (cache, render deps, runtime resolution) reused by the editor and warmer; mapped to VHS-REQ-659."
src/ui/viPreviewCacheWarmerService.ts,mapped,Yes,Background preview cache warmer service with status-bar progress; warming is governed by viHistorySuite.preview.backgroundWarming (docker-only default | always | off) via shouldWarmViPreviewProvider; mapped to VHS-REQ-659.
src/ui/viPreviewContainerSession.ts,mapped,Yes,Warm LabVIEW container session for fast preview rendering (docker exec against a resident LabVIEW); mapped to VHS-REQ-659.
src/ui/viPreviewSessionManager.ts,mapped,Yes,Shared warm-session manager (serialized interactive-prioritized renders + idle disposal) used by the editor and warmer; mapped to VHS-REQ-659.
tests/unit/viPreviewSessionManager.test.ts,mapped,Yes,Shared warm-session manager render-priority selector unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewSessionRuntime.ts,mapped,Yes,Pure warm-session runtime mapping and platform gating (container providers plus host-native on Windows) and session identity key; mapped to VHS-REQ-659.
tests/unit/viPreviewSessionRuntime.test.ts,mapped,Yes,Warm-session runtime mapping/gating and session key unit tests; mapped to VHS-REQ-659.
src/reporting/viPreview/viPreviewVerification.ts,mapped,Yes,Pure single-VI preview render verification core (renders a sample VI and summarizes a proof: outcome plus inline image count); mapped to VHS-REQ-659.
tests/unit/viPreviewVerification.test.ts,mapped,Yes,Single-VI preview render verification core unit tests; mapped to VHS-REQ-659.
src/tooling/viPreviewVerifyCli.ts,mapped,Yes,"Proof-emitting CLI preview verification (resolves the runtime, renders a sample VI, emits proof JSON) for the maintainer runner; mapped to VHS-REQ-659."
src/tooling/execFileText.ts,supporting,No,"Shared structured execFile text runner (success/failure -> exitCode/stdout/stderr mapping) reused by the preview render host, container session, and verify CLI; supporting VHS-REQ-659."
src/tooling/cliFlags.ts,supporting,No,"Shared strict CLI flag scanner (scanFlags) reused by the dev-host loop and local-runtime settings CLI parsers; preserves each caller's value semantics and error formatting; supporting VHS-REQ-614."
src/support/pathStyle.ts,supporting,No,"Shared POSIX-aware path helpers (usesExplicitPosixPathStyle, joinPreservingExplicitPathStyle) reused by dashboard and reporting staged-tree layout; supporting VHS-REQ-610."
src/support/fsExists.ts,supporting,No,"Shared filesystem-existence predicate (pathExistsViaFsAccess) reused as the default path-exists probe across dashboard and reporting modules; supporting VHS-REQ-610."
src/support/clock.ts,supporting,No,"Shared default ISO-8601 clock (nowIso) reused as the default now/nowIso seam across dashboard, reporting, and scenario modules; supporting VHS-REQ-610."
src/support/errorMessage.ts,supporting,No,"Shared error-message coercion (errorMessage) reused to derive a human-readable message from unknown caught values across cli, semantic, reporting, and tooling modules; supporting VHS-REQ-610."
src/support/escapeHtml.ts,supporting,No,"Shared HTML text escaper (escapeHtml) reused for safe text interpolation across ui, dashboard, reporting, and docs markup renderers; supporting VHS-REQ-610."
src/support/cacheKey.ts,supporting,No,"Shared cache-key validator (isSha256HexKey) reused by the preview render, semantic narrative, and comparison model caches to guard content-addressed keys; supporting VHS-REQ-610."
